MAE,RMSE,R2,fold,case,model
0.03171192550928218,0.0481504743982405,0.9880517759234441,92,0.76__0.0,Neural network
0.02787562533866415,0.03872410007410882,0.9939453676034387,93,0.76__1.0,Neural network
0.04901808224526557,0.0773890894277029,0.988405157151915,94,0.76__10.0,Neural network
0.04421551586676529,0.07878315866975519,0.9871135400091164,95,0.76__11.0,Neural network
0.04056797586925336,0.06756474885171579,0.9895648134357983,96,0.76__12.0,Neural network
0.03989027915039693,0.06648937826934626,0.9895115783418618,97,0.76__13.0,Neural network
0.03545643378595303,0.06491172431757156,0.989874526123277,98,0.76__14.0,Neural network
0.032655161090981204,0.061548429447699365,0.9908671902969364,99,0.76__15.0,Neural network
0.027402687052602504,0.05477414598772836,0.9928369035599082,100,0.76__16.0,Neural network
0.03701909829239017,0.060057865798506783,0.9916502254812815,101,0.76__17.0,Neural network
0.0346403412608006,0.06109407570273833,0.9915273502523634,102,0.76__18.0,Neural network
0.03376847118642641,0.05635601458731057,0.9929930480224396,103,0.76__19.0,Neural network
0.03499110584177295,0.05877360098854088,0.989180261933496,104,0.76__2.0,Neural network
0.03616711995117277,0.06995863446196841,0.9895450574961088,105,0.76__20.0,Neural network
0.02829656760192843,0.05929614584705772,0.9926370918541289,106,0.76__21.0,Neural network
0.04426999102857928,0.07424169090568623,0.9887754658886967,107,0.76__22.0,Neural network
0.03363800854835989,0.06876311503466778,0.9906559729037374,108,0.76__23.0,Neural network
0.050330149374047124,0.08616619457533375,0.9856009850750544,109,0.76__24.0,Neural network
0.049170421659555645,0.06438458450748115,0.9889362770538767,110,0.76__3.0,Neural network
0.038548118870805226,0.05480301558360127,0.9928065830440183,111,0.76__4.0,Neural network
0.03393871754456602,0.05273511928609929,0.9938578505492444,112,0.76__5.0,Neural network
0.03749553844210944,0.054968966872246575,0.9937142266700841,113,0.76__6.0,Neural network
0.03280331663730624,0.04633752574051656,0.9957235648287287,114,0.76__7.0,Neural network
0.04300563068294654,0.06940261943388036,0.9907606283340731,115,0.76__8.0,Neural network
0.03477427836163032,0.054166254447691894,0.9944371672864902,116,0.76__9.0,Neural network
0.04711414105574013,0.07003953995762009,0.9761701468025552,117,0.78__-1.0,Neural network
0.0429047308202317,0.06580708123892196,0.981204416364423,118,0.78__-2.0,Neural network
0.03236681158290336,0.05424454250245891,0.988574423719736,119,0.78__-3.0,Neural network
0.11072172876783676,0.14320428642352528,0.9281387206929048,120,0.78__-4.0,Neural network
0.04883973723170216,0.06814906118000383,0.9783498786253968,121,0.78__0.0,Neural network
0.053902863177749304,0.07551096485849688,0.9767999356930562,122,0.78__1.0,Neural network
0.03571512014706541,0.0638616749230485,0.9920463851347999,123,0.78__10.0,Neural network
0.04205188228439388,0.08287088154307558,0.9864255384166011,124,0.78__11.0,Neural network
0.0459035266270638,0.07567823900730515,0.9878293522056713,125,0.78__12.0,Neural network
0.03978463238042679,0.07081930284557565,0.9885892324098046,126,0.78__13.0,Neural network
0.03659307100840776,0.06017652085022116,0.9916943677118457,127,0.78__14.0,Neural network
0.041182433532852246,0.0694546551504195,0.9888996669252816,128,0.78__15.0,Neural network
0.029479144077259652,0.056073470558418964,0.9927768648433356,129,0.78__16.0,Neural network
0.03820109976622754,0.0643567831966122,0.9907593009621936,130,0.78__17.0,Neural network
0.03964852643777698,0.06481613305967958,0.9908316700549865,131,0.78__18.0,Neural network
0.043809498938096984,0.07421773483317318,0.9882920769715419,132,0.78__19.0,Neural network
0.03298736152011245,0.04640609958959488,0.992224260259204,133,0.78__2.0,Neural network
0.03703057585532018,0.05932130804144417,0.9927595103599003,134,0.78__20.0,Neural network
0.04598829501416849,0.07395290726467312,0.9889751879410715,135,0.78__21.0,Neural network
0.03096208599099139,0.05975442248109841,0.9929915907158204,136,0.78__22.0,Neural network
0.04866735746721005,0.07470543757431593,0.9893692616431855,137,0.78__23.0,Neural network
0.0481117693390008,0.08195868604603881,0.9874557905360393,138,0.78__24.0,Neural network
0.036693726933375796,0.057695493167388326,0.98922465153179,139,0.78__3.0,Neural network
0.0539348037551399,0.07448957483006631,0.9841836994761208,140,0.78__4.0,Neural network
0.03456489042464445,0.04923350034302241,0.9937908163436759,141,0.78__5.0,Neural network
0.04526598572817278,0.057600658559392115,0.9921818381708721,142,0.78__6.0,Neural network
0.04429196249380116,0.06266477961971931,0.9913695447664166,143,0.78__7.0,Neural network
0.035139670028323126,0.05819826364815105,0.9929558534732946,144,0.78__8.0,Neural network
0.04592609888494551,0.07085544078554977,0.9900666612701897,145,0.78__9.0,Neural network
0.03053640950369216,0.03654912369063575,0.9910585128805295,146,0.7__-1.0,Neural network
0.04018579167204091,0.047841123196821926,0.9874651956109688,147,0.7__-2.0,Neural network
0.03580463029708495,0.04436310001116568,0.9926048205653322,148,0.7__-3.0,Neural network
0.06676226852266144,0.09094152458079463,0.980157886716188,149,0.7__-4.0,Neural network
0.03631155526648299,0.042035894386271755,0.9886600607801473,150,0.7__0.0,Neural network
0.059652806217161625,0.07070580429474098,0.975478535756928,151,0.7__1.0,Neural network
0.052452617729001026,0.07915771319444424,0.988290293939257,152,0.7__10.0,Neural network
0.03934793869596548,0.0703104448641661,0.9889486855437123,153,0.7__11.0,Neural network
0.04355229953843721,0.06909512925655287,0.9884510807073524,154,0.7__12.0,Neural network
0.03495853291566383,0.055187365701493615,0.9922463015108244,155,0.7__13.0,Neural network
0.03313364416315607,0.059325999095831736,0.9908564905712867,156,0.7__14.0,Neural network
0.028381672236069064,0.050593416130100044,0.9933710957970756,157,0.7__15.0,Neural network
0.031244142699552686,0.05342849325350524,0.992678540754486,158,0.7__16.0,Neural network
0.02762885031143499,0.05528407051714195,0.9923628181251551,159,0.7__17.0,Neural network
0.0288994711893637,0.052248965042572454,0.9933186264707593,160,0.7__18.0,Neural network
0.02503831055267755,0.04628398382224376,0.9948762625577426,161,0.7__19.0,Neural network
0.03755646786279716,0.044641421620531134,0.9935292068902755,162,0.7__2.0,Neural network
0.021953665075100243,0.04505267264784608,0.995301250118897,163,0.7__20.0,Neural network
0.03746791884980305,0.06732741442032152,0.9896700128841391,164,0.7__21.0,Neural network
0.0364968623972402,0.06569184191780908,0.9904560364913962,165,0.7__22.0,Neural network
0.02842270924577785,0.05803296447305757,0.9927662346751366,166,0.7__23.0,Neural network
0.04203486656747951,0.07015765419861765,0.9896050020768876,167,0.7__24.0,Neural network
0.03490679450701551,0.0548014769073248,0.9938427548081052,168,0.7__3.0,Neural network
0.055427118135185534,0.08883054590289387,0.9882883563284995,169,0.7__4.0,Neural network
0.054558243887297325,0.07742977150501444,0.9924173861843545,170,0.7__5.0,Neural network
0.03325108100800263,0.05857866853294742,0.9957700434812881,171,0.7__6.0,Neural network
0.04639385113575876,0.06266541736205179,0.9950340620589291,172,0.7__7.0,Neural network
0.038043367599727256,0.05985507193549629,0.9951105966461707,173,0.7__8.0,Neural network
0.053718018171224576,0.08840844941473648,0.9880777063399873,174,0.7__9.0,Neural network
