fold,AoA,Mach,MAE,RMSE,R2,model
58,17.0,0.74,0.31826264463540316,0.4055656033598009,0.6074939512787523,Polynomial ridge d2
59,17.0,0.76,0.3184040829935507,0.4061783777864795,0.6180833767348173,Polynomial ridge d2
60,17.0,0.78,0.32057626256359645,0.4099995812810601,0.624955324051841,Polynomial ridge d2
61,18.0,0.68,0.3211378777358039,0.41280327230177827,0.5761640405023449,Polynomial ridge d2
62,18.0,0.7,0.3173311658491076,0.4068238742534432,0.5949364044247551,Polynomial ridge d2
63,18.0,0.72,0.3148580036545589,0.4030062432597186,0.6104605049483935,Polynomial ridge d2
64,18.0,0.74,0.31370999564280616,0.4015026096262774,0.6228007929931535,Polynomial ridge d2
65,18.0,0.76,0.31469243471230207,0.40298479846716334,0.6313634452832793,Polynomial ridge d2
66,18.0,0.78,0.31837311227384407,0.4098031881661012,0.6334994219345129,Polynomial ridge d2
67,19.0,0.68,0.3157544992290591,0.4067614073380847,0.5970452762364428,Polynomial ridge d2
68,19.0,0.7,0.3129377508572934,0.4022777864319576,0.6129406880668529,Polynomial ridge d2
69,19.0,0.72,0.31151495334168616,0.40004083931514345,0.6254913665471711,Polynomial ridge d2
70,19.0,0.74,0.3114956182027126,0.4005353355150926,0.634354144581669,Polynomial ridge d2
71,19.0,0.76,0.31377084961192436,0.4048085641777344,0.6384669580987475,Polynomial ridge d2
72,19.0,0.78,0.317783559323827,0.4117326151472294,0.639674504000612,Polynomial ridge d2
73,2.0,0.68,0.2830266612305918,0.37345529092098434,0.5253527040129746,Polynomial ridge d2
74,2.0,0.7,0.2708692313290597,0.3630757090103771,0.5719683800353796,Polynomial ridge d2
75,2.0,0.72,0.25731840289255686,0.3548997709115852,0.6141861138816113,Polynomial ridge d2
76,2.0,0.74,0.27185673014223016,0.36557434089797214,0.6027305913529868,Polynomial ridge d2
77,2.0,0.76,0.28768737582117454,0.38188649202538294,0.5432056569098812,Polynomial ridge d2
78,2.0,0.78,0.30119153529909576,0.39097159586333413,0.44807253393497815,Polynomial ridge d2
79,20.0,0.68,0.3129735528628165,0.40667732922804284,0.6097258920833581,Polynomial ridge d2
80,20.0,0.7,0.3108129512032802,0.4032133634002881,0.623633434186039,Polynomial ridge d2
81,20.0,0.72,0.3100531987634276,0.4021927348546751,0.6338813733412344,Polynomial ridge d2
82,20.0,0.74,0.3108668810260344,0.4037889955476695,0.6406611640852999,Polynomial ridge d2
83,20.0,0.76,0.3139373856318228,0.4083484995838084,0.6437942356811416,Polynomial ridge d2
84,20.0,0.78,0.31937911947845343,0.4170657954302722,0.6421049999002071,Polynomial ridge d2
85,3.0,0.68,0.3234642470882457,0.4245699386513513,0.6199266308354858,Polynomial ridge d2
86,3.0,0.7,0.3022864104952447,0.40453649519727886,0.6644808686662677,Polynomial ridge d2
87,3.0,0.72,0.3002588394991304,0.3932453845567117,0.6832880202336651,Polynomial ridge d2
88,3.0,0.74,0.2922304222883987,0.3869210326579488,0.667474663006881,Polynomial ridge d2
89,3.0,0.76,0.27422578299678785,0.36913768857873475,0.6363243048208516,Polynomial ridge d2
90,3.0,0.78,0.27287846782752556,0.36332453458426067,0.5726959574570356,Polynomial ridge d2
91,4.0,0.68,0.3833399300047476,0.49831543628895925,0.6405849733709422,Polynomial ridge d2
92,4.0,0.7,0.3652147513460758,0.46920592933898303,0.6732465623992284,Polynomial ridge d2
93,4.0,0.72,0.3430564822019339,0.438857699181114,0.686298241229468,Polynomial ridge d2
94,4.0,0.74,0.30599710799938057,0.3969895469208146,0.6915938646245329,Polynomial ridge d2
95,4.0,0.76,0.2708554162420513,0.36629282602697094,0.6786463612194885,Polynomial ridge d2
96,4.0,0.78,0.259122920165782,0.35477865707852824,0.6412194666219166,Polynomial ridge d2
97,5.0,0.68,0.4367694338759531,0.5710648769584958,0.6280164672699222,Polynomial ridge d2
98,5.0,0.7,0.39811748948667985,0.5194759112823517,0.6587019378531549,Polynomial ridge d2
99,5.0,0.72,0.35126466288542596,0.4579244142953661,0.6818314171712965,Polynomial ridge d2
100,5.0,0.74,0.3152787012008977,0.40857695522123005,0.6907975496397357,Polynomial ridge d2
101,5.0,0.76,0.2887660978069632,0.3778551621522417,0.6846656945113141,Polynomial ridge d2
102,5.0,0.78,0.26837030204493795,0.3611973485564226,0.6658032734249348,Polynomial ridge d2
103,6.0,0.68,0.4613819079909341,0.6175928845462221,0.6086268665868806,Polynomial ridge d2
104,6.0,0.7,0.40877049234945045,0.5403514618666629,0.6400770053855371,Polynomial ridge d2
105,6.0,0.72,0.36801911010825145,0.4756534793195435,0.6596241090636209,Polynomial ridge d2
106,6.0,0.74,0.3384538476155284,0.4306212890139362,0.6678212542259978,Polynomial ridge d2
107,6.0,0.76,0.3137870970143916,0.3990432152031039,0.668744260853629,Polynomial ridge d2
108,6.0,0.78,0.2922346775515136,0.3774134467337803,0.6643516374468111,Polynomial ridge d2
109,7.0,0.68,0.46830883459344125,0.6325091310322044,0.5799958974728223,Polynomial ridge d2
110,7.0,0.7,0.42787957137264737,0.561430352342635,0.6014001027507707,Polynomial ridge d2
111,7.0,0.72,0.39463640756224994,0.5034644204493121,0.6160014064086017,Polynomial ridge d2
112,7.0,0.74,0.3674166631836036,0.4603551479943058,0.6274667236472915,Polynomial ridge d2
113,7.0,0.76,0.3436142786585404,0.4273680388573801,0.6362355249240632,Polynomial ridge d2
114,7.0,0.78,0.32082311142147407,0.4011130916203022,0.6463934206854997,Polynomial ridge d2
115,8.0,0.68,0.4749122558934953,0.634020268010743,0.5257904932836346,Polynomial ridge d2
116,8.0,0.7,0.4480622024617909,0.5809236227825142,0.5394338338497904,Polynomial ridge d2
117,8.0,0.72,0.41980371658664994,0.5324855859778065,0.5596718961579881,Polynomial ridge d2
118,8.0,0.74,0.39703870523819523,0.49361936044609195,0.5756645251254109,Polynomial ridge d2
119,8.0,0.76,0.37474992831702475,0.4601757349083801,0.5938016978286571,Polynomial ridge d2
120,8.0,0.78,0.3510279032068531,0.4303132410630033,0.6148962466336709,Polynomial ridge d2
121,9.0,0.68,0.4625394529285931,0.6265382734343685,0.4523700503145097,Polynomial ridge d2
122,9.0,0.7,0.4453820756627822,0.5865269826371504,0.4752550857893296,Polynomial ridge d2
123,9.0,0.72,0.431015653468255,0.5511104066173144,0.49535133148979404,Polynomial ridge d2
124,9.0,0.74,0.4166847037426904,0.5196986075193575,0.5173217051270758,Polynomial ridge d2
125,9.0,0.76,0.4008057089038816,0.4908414981461208,0.5432054050092756,Polynomial ridge d2
126,9.0,0.78,0.380743957241974,0.46211773468727313,0.5774733762895923,Polynomial ridge d2
1,0.0,0.68,0.01760279715088105,0.021623467002371784,0.9968481948206698,Random forest
2,0.0,0.7,0.00830180357337098,0.011648637240053694,0.9991291959801432,Random forest
3,0.0,0.72,0.012897340529725255,0.02213179564965315,0.9970308773393447,Random forest
4,0.0,0.74,0.018553931485456664,0.03103251923410062,0.9945567169151022,Random forest
5,0.0,0.76,0.02532255572185778,0.05499610089195329,0.9844128753813854,Random forest
6,0.0,0.78,0.037912085016157414,0.055620811637022316,0.9855783409461042,Random forest
7,1.0,0.68,0.018142597203649028,0.02665850610725217,0.9963370820335937,Random forest
8,1.0,0.7,0.010621817512055038,0.017108335085268798,0.9985643395499924,Random forest
9,1.0,0.72,0.02004040888118769,0.03127187960146753,0.9954788899296636,Random forest
10,1.0,0.74,0.027064051896168704,0.05624221983944844,0.9864543632926526,Random forest
11,1.0,0.76,0.025759059021849218,0.03628483830572044,0.9946841158047662,Random forest
12,1.0,0.78,0.053204505530380336,0.07347260942039271,0.9780355621507958,Random forest
13,10.0,0.68,0.0620239532390996,0.15434800266180904,0.9563698731592193,Random forest
14,10.0,0.7,0.0230137088652833,0.06284213854451667,0.9926199141397065,Random forest
15,10.0,0.72,0.032747799262900924,0.07592156107387268,0.9890511540574761,Random forest
16,10.0,0.74,0.0467040141936507,0.12620097063889676,0.9695103468059478,Random forest
17,10.0,0.76,0.03421808071072959,0.0780731415984269,0.9881992738113088,Random forest
18,10.0,0.78,0.0407837585125729,0.08387587710208587,0.986279873134954,Random forest
19,11.0,0.68,0.02105718826368196,0.05402788884836309,0.9935467727792345,Random forest
20,11.0,0.7,0.012329593853728192,0.03265376881904667,0.9976163589436736,Random forest
21,11.0,0.72,0.015571553458732188,0.0466097289404207,0.9951647688910555,Random forest
22,11.0,0.74,0.023387655012307055,0.06999244802603302,0.9893299899288092,Random forest
23,11.0,0.76,0.033258408737498246,0.10102493038093202,0.9788103413296451,Random forest
24,11.0,0.78,0.04867581841703728,0.1246365374461423,0.9692949743688196,Random forest
25,12.0,0.68,0.019381158372176632,0.04943871813521201,0.9940782302789792,Random forest
26,12.0,0.7,0.01027655796021674,0.025515496344939183,0.9984250944781629,Random forest
27,12.0,0.72,0.013124655761138505,0.03146001834549168,0.9976206302122933,Random forest
28,12.0,0.74,0.013091355694571892,0.039454813221339195,0.9963055499158818,Random forest
29,12.0,0.76,0.020673036061062494,0.05988761924449466,0.9918015083927147,Random forest
30,12.0,0.78,0.036164453116375235,0.1094590750911697,0.9745390145009234,Random forest
31,13.0,0.68,0.01959657875912674,0.043418344936178674,0.9951996152424809,Random forest
32,13.0,0.7,0.008544527134772174,0.023649479123948273,0.9985761221073106,Random forest
33,13.0,0.72,0.008346085564065079,0.020404357366144002,0.9989549587131149,Random forest
34,13.0,0.74,0.010639854966736062,0.028725685883352003,0.997977559629355,Random forest
35,13.0,0.76,0.013789663753562414,0.038134676647370386,0.9965497884466102,Random forest
36,13.0,0.78,0.024995237689700328,0.061463980097732435,0.9914048601486926,Random forest
37,14.0,0.68,0.01827086414488834,0.039751029613381894,0.9958731042311663,Random forest
38,14.0,0.7,0.006715353762123362,0.022031551355528988,0.9987390061819396,Random forest
39,14.0,0.72,0.008520775504954135,0.019414017343814094,0.9990339975419498,Random forest
40,14.0,0.74,0.007923906312079652,0.01602691239305604,0.9993597293182185,Random forest
41,14.0,0.76,0.011126475755463177,0.02893991155942496,0.9979873721867311,Random forest
42,14.0,0.78,0.02185913828322562,0.050270891423414656,0.9942036881488924,Random forest
43,15.0,0.68,0.014257715601079779,0.026436509549262036,0.9981758809589981,Random forest
44,15.0,0.7,0.007030151128874652,0.013703467384096238,0.9995136883334914,Random forest
45,15.0,0.72,0.005531924007393325,0.011987045108412111,0.9996333882778609,Random forest
46,15.0,0.74,0.003583542958582787,0.00798780877424477,0.9998407988753885,Random forest
47,15.0,0.76,0.0071097902915681355,0.015416790509489294,0.9994269950012069,Random forest
48,15.0,0.78,0.020837802845856512,0.04294856002942838,0.9957554614584867,Random forest
49,16.0,0.68,0.011776000444737407,0.020013919919389684,0.9989617764945955,Random forest
50,16.0,0.7,0.006036690099227227,0.010038935992909455,0.9997415198875165,Random forest
51,16.0,0.72,0.006304449800369097,0.009163772720576014,0.9997881319947366,Random forest
52,16.0,0.74,0.006878650748824094,0.00888082346924851,0.9998054673023977,Random forest
53,16.0,0.76,0.008891580457052692,0.012545007312620916,0.9996242565341871,Random forest
54,16.0,0.78,0.01753641519367809,0.0312984593128101,0.9977496151418063,Random forest
55,17.0,0.68,0.012691379761878072,0.020575883362372708,0.9989267843101732,Random forest
56,17.0,0.7,0.005884906849193388,0.010797088835593027,0.9997086959731823,Random forest
57,17.0,0.72,0.006366586795479975,0.010846009149147828,0.9997118262097684,Random forest
58,17.0,0.74,0.005362292847902549,0.009012423122506812,0.9998061761255366,Random forest
59,17.0,0.76,0.00556455883848016,0.00875876674512166,0.999822409028954,Random forest
60,17.0,0.78,0.015213066008834824,0.024087960412536906,0.9987054577298522,Random forest
61,18.0,0.68,0.011480235898205534,0.019936330943725013,0.9990114423372671,Random forest
62,18.0,0.7,0.0054475803808853,0.010131412542986986,0.9997487822333289,Random forest
63,18.0,0.72,0.00490151656786361,0.00828772219607129,0.9998352602817526,Random forest
64,18.0,0.74,0.005523019811965436,0.008079325445925798,0.9998472630087781,Random forest
65,18.0,0.76,0.006485038371322989,0.009012102376783055,0.9998156371962837,Random forest
66,18.0,0.78,0.013881141998216016,0.022596896629923518,0.998885650054257,Random forest
67,19.0,0.68,0.013705344163266067,0.020083628383487706,0.9990176615970637,Random forest
68,19.0,0.7,0.005497643709551875,0.009291245099630066,0.9997935222541432,Random forest
69,19.0,0.72,0.005626902579706899,0.007859368305962353,0.9998554465515527,Random forest
70,19.0,0.74,0.004688675876472326,0.007694595390303675,0.9998650569383835,Random forest
71,19.0,0.76,0.005458300472397966,0.008256248399735773,0.9998496116781964,Random forest
72,19.0,0.78,0.01378880115955095,0.021180106251459784,0.9990464999491316,Random forest
73,2.0,0.68,0.022962584606094,0.034786814217150346,0.9958816515101083,Random forest
74,2.0,0.7,0.01754776619446734,0.028962820300611196,0.9972762755837333,Random forest
75,2.0,0.72,0.03337300051494466,0.057962314136634344,0.9897089935792979,Random forest
76,2.0,0.74,0.03594741799146015,0.054000278322692226,0.9913318641518127,Random forest
77,2.0,0.76,0.049205693072631555,0.0697514946363859,0.9847609055976504,Random forest
78,2.0,0.78,0.07504123317597913,0.09092007167177613,0.9701522820851165,Random forest
79,20.0,0.68,0.012828313490956958,0.026889118325861626,0.9982938274961521,Random forest
80,20.0,0.7,0.011579205388082471,0.01864326586916631,0.9991953904405996,Random forest
81,20.0,0.72,0.011932591262250844,0.01827643966791158,0.9992439742698713,Random forest
82,20.0,0.74,0.013553021651889556,0.01667584298292024,0.9993871265708583,Random forest
83,20.0,0.76,0.012579619298210503,0.014977593731574137,0.9995207930510543,Random forest
84,20.0,0.78,0.015490408978735005,0.016863723145154424,0.9994148685909537,Random forest
85,3.0,0.68,0.0560867863644856,0.10021404578736762,0.9788248668533263,Random forest
86,3.0,0.7,0.05473956747468305,0.10179081765827021,0.9787568419849224,Random forest
87,3.0,0.72,0.05066950247263454,0.07375955320994336,0.9888577274472818,Random forest
88,3.0,0.74,0.04017340261723199,0.0572056653197012,0.992731276516379,Random forest
89,3.0,0.76,0.04458600060100423,0.05344733298144376,0.9923758825440473,Random forest
90,3.0,0.78,0.08892535221766344,0.1061627779734789,0.9635168693715616,Random forest
91,4.0,0.68,0.054824451689744584,0.14072866818912227,0.9713349499289672,Random forest
92,4.0,0.7,0.054561159429743676,0.09533850559033998,0.9865094435879065,Random forest
93,4.0,0.72,0.051111329689949934,0.07291790726165943,0.9913396009900736,Random forest
94,4.0,0.74,0.028779671624528182,0.040795932917319096,0.9967431436462866,Random forest
95,4.0,0.76,0.04460620474052517,0.05986199784434718,0.9914172036079777,Random forest
96,4.0,0.78,0.07213706308162249,0.08508647750274155,0.9793635500011957,Random forest
97,5.0,0.68,0.061733002432648065,0.08730875759997911,0.9913050231254108,Random forest
98,5.0,0.7,0.030375443200385554,0.051553970596628466,0.9966385455223782,Random forest
99,5.0,0.72,0.023623047704125304,0.03272174979968357,0.9983754138910416,Random forest
100,5.0,0.74,0.03843864179719573,0.055027722246863996,0.9943913509647492,Random forest
101,5.0,0.76,0.0373744156851542,0.05088640828143666,0.9942809473169947,Random forest
102,5.0,0.78,0.055688382220783705,0.06595389307703435,0.9888572097335027,Random forest
103,6.0,0.68,0.0641772394234511,0.07611336992516572,0.9940555956482172,Random forest
104,6.0,0.7,0.01997878164716221,0.0289505197646018,0.9989668350541906,Random forest
105,6.0,0.72,0.021350151316808286,0.036503554727698104,0.9979953075633766,Random forest
106,6.0,0.74,0.03374102730650694,0.05354983324116197,0.9948631475276561,Random forest
107,6.0,0.76,0.019321765382655055,0.030442101816704877,0.998072151874132,Random forest
108,6.0,0.78,0.05204005389287486,0.06559692932321659,0.9898604935946792,Random forest
109,7.0,0.68,0.048675646462606005,0.058594438258121356,0.9963956021353748,Random forest
110,7.0,0.7,0.029644935497434872,0.05250860706381053,0.9965133656731764,Random forest
111,7.0,0.72,0.02365830870982028,0.04361033725367134,0.9971188162612842,Random forest
112,7.0,0.74,0.02771754991921192,0.04779654843280331,0.9959841994466173,Random forest
113,7.0,0.76,0.017149810273534974,0.031154032462834318,0.9980669426432834,Random forest
114,7.0,0.78,0.046875771565378976,0.0721290920776672,0.9885657523414833,Random forest
115,8.0,0.68,0.03828422262828939,0.0664845665838153,0.9947855842212038,Random forest
116,8.0,0.7,0.02520906607797334,0.06596068099928312,0.9940622184167938,Random forest
117,8.0,0.72,0.03184901297250668,0.07307304185946115,0.9917076988590314,Random forest
118,8.0,0.74,0.034018733810348166,0.06796405209282128,0.9919557881611458,Random forest
119,8.0,0.76,0.01943498719614001,0.046425546250388944,0.9958656739916693,Random forest
120,8.0,0.78,0.04326801679768962,0.07439560364490992,0.9884892697713329,Random forest
121,9.0,0.68,0.06303363215454517,0.14025290955592995,0.9725580013521518,Random forest
122,9.0,0.7,0.03550402640670006,0.08082737146365385,0.9900347280067573,Random forest
123,9.0,0.72,0.03910370682564244,0.09260526225864125,0.9857510376164315,Random forest
124,9.0,0.74,0.03855269251435658,0.09015207603304322,0.9854753348892528,Random forest
125,9.0,0.76,0.027048850740516665,0.060071437802321784,0.9931581355742176,Random forest
126,9.0,0.78,0.04150930699078779,0.09736974642135289,0.9812415527732351,Random forest
1,0.0,0.68,0.13925881894388736,0.1716255490907565,0.8014487669351069,Gradient boosting
2,0.0,0.7,0.15467576036586497,0.18545847340547963,0.7792688912158304,Gradient boosting
3,0.0,0.72,0.1350492728231161,0.16521701563409733,0.834535670937688,Gradient boosting
4,0.0,0.74,0.13429940885319797,0.16481888257340296,0.8464531945686182,Gradient boosting
5,0.0,0.76,0.14960890445701958,0.18140310182959496,0.830413364069944,Gradient boosting
6,0.0,0.78,0.1689819318117534,0.2107818374775391,0.7928871940716559,Gradient boosting
7,1.0,0.68,0.07611880288472939,0.09412222582380089,0.9543395746479211,Gradient boosting
8,1.0,0.7,0.0696752307584252,0.09066661240677054,0.959679025512539,Gradient boosting
9,1.0,0.72,0.05789907495504663,0.07340442721257599,0.9750895474206217,Gradient boosting
10,1.0,0.74,0.072348289929054,0.09358298932168044,0.9624967984482236,Gradient boosting
11,1.0,0.76,0.11196221597537381,0.15053944903439415,0.9084990144938551,Gradient boosting
12,1.0,0.78,0.14450612771301302,0.18450439813595193,0.8614895276913507,Gradient boosting
13,10.0,0.68,0.1495953885404975,0.24147209159377908,0.8932130123581434,Gradient boosting
14,10.0,0.7,0.14348459562031013,0.2185661204175155,0.9107259597723163,Gradient boosting
15,10.0,0.72,0.1401101775299798,0.21035501812312737,0.9159488151599102,Gradient boosting
16,10.0,0.74,0.13187569177314604,0.19448212469362886,0.9275920128030295,Gradient boosting
17,10.0,0.76,0.12380735890519912,0.1785238682438808,0.9382981763849788,Gradient boosting
18,10.0,0.78,0.1269138647398911,0.1747303981874825,0.94045834376151,Gradient boosting
19,11.0,0.68,0.1191936091379705,0.1963582320599576,0.9147608347409226,Gradient boosting
20,11.0,0.7,0.10713667052428959,0.17692252683801418,0.930025388397845,Gradient boosting
21,11.0,0.72,0.10451013555465187,0.17136409753312426,0.9346412468537005,Gradient boosting
22,11.0,0.74,0.10029881544386095,0.16557627560806867,0.940288403705672,Gradient boosting
23,11.0,0.76,0.09999539117203775,0.17211841918487952,0.9384934257468949,Gradient boosting
24,11.0,0.78,0.11312143237765294,0.18062035602277368,0.9355159803453807,Gradient boosting
25,12.0,0.68,0.10579733627667047,0.17301595205370743,0.9274747214584118,Gradient boosting
26,12.0,0.7,0.09628684811740702,0.1578585509983345,0.939718689123668,Gradient boosting
27,12.0,0.72,0.08865037808294172,0.14475753804613078,0.9496236872831986,Gradient boosting
28,12.0,0.74,0.08430600835410511,0.13627302060279697,0.9559273073686773,Gradient boosting
29,12.0,0.76,0.07828182812942625,0.14013064987232454,0.9551124262772234,Gradient boosting
30,12.0,0.78,0.0878736210115985,0.16125461852347928,0.944741895203462,Gradient boosting
31,13.0,0.68,0.09275072366471725,0.15219204282623872,0.9410188261198232,Gradient boosting
32,13.0,0.7,0.08329817471786068,0.136149629740875,0.9528086374810752,Gradient boosting
33,13.0,0.72,0.07722869553852159,0.12645268251246514,0.9598631117239471,Gradient boosting
34,13.0,0.74,0.0720032858577893,0.1189513069076793,0.9653204584664146,Gradient boosting
35,13.0,0.76,0.06836609414064639,0.12016773257413656,0.9657404762188175,Gradient boosting
36,13.0,0.78,0.06758292205091336,0.12265958730610632,0.9657693940828729,Gradient boosting
37,14.0,0.68,0.09466464420321917,0.14247113658284566,0.9469872279629263,Gradient boosting
38,14.0,0.7,0.08481103994684806,0.1238563045929859,0.9601471820347783,Gradient boosting
39,14.0,0.72,0.07297373047336272,0.10799981721461108,0.9701053518776609,Gradient boosting
40,14.0,0.74,0.06738788053055182,0.10528381436088094,0.9723696038703635,Gradient boosting
41,14.0,0.76,0.06337609058144071,0.10331730176310673,0.9743483572940036,Gradient boosting
42,14.0,0.78,0.060104905783248154,0.10542812336921892,0.9745063791446434,Gradient boosting
43,15.0,0.68,0.09135933528272804,0.132926154977569,0.9538824917998141,Gradient boosting
44,15.0,0.7,0.07926353273307518,0.11327298462204227,0.9667718291273836,Gradient boosting
45,15.0,0.72,0.07271352857227177,0.10398014104243507,0.9724143721968823,Gradient boosting
46,15.0,0.74,0.06683176683087781,0.09645222848005466,0.9767878512531396,Gradient boosting
47,15.0,0.76,0.057383527259829516,0.08503239860869308,0.9825683166445838,Gradient boosting
48,15.0,0.78,0.055661945243783706,0.0884830151694157,0.9819842190307364,Gradient boosting
49,16.0,0.68,0.08550524070777432,0.12661812970821054,0.9584454742631993,Gradient boosting
50,16.0,0.7,0.08178596115569907,0.11595045943556337,0.9655176614758612,Gradient boosting
51,16.0,0.72,0.07393280495758932,0.10089665507619167,0.9743155484422867,Gradient boosting
52,16.0,0.74,0.0701505724172794,0.09356186184157782,0.978408448745643,Gradient boosting
53,16.0,0.76,0.05693408848539622,0.07726947910847398,0.9857450542625789,Gradient boosting
54,16.0,0.78,0.06411564336739371,0.08170204843606246,0.9846652475919624,Gradient boosting
55,17.0,0.68,0.0857264493590285,0.12834463296730705,0.958243368292325,Gradient boosting
56,17.0,0.7,0.0780290173347473,0.11111838215518934,0.9691464630026924,Gradient boosting
57,17.0,0.72,0.07270636777773554,0.09724044646073254,0.9768362732017454,Gradient boosting
58,17.0,0.74,0.07854450329807304,0.1014436553642636,0.9754430794967899,Gradient boosting
59,17.0,0.76,0.07431368874123608,0.08931000035588028,0.9815356024366336,Gradient boosting
60,17.0,0.78,0.06964540876265128,0.08229313089137714,0.9848907346081919,Gradient boosting
61,18.0,0.68,0.08209081167334197,0.12025969030516978,0.9640290671766522,Gradient boosting
62,18.0,0.7,0.08386705206098327,0.11598936384835165,0.9670734154673318,Gradient boosting
63,18.0,0.72,0.08593184544023995,0.11129273334097103,0.9702928105249942,Gradient boosting
64,18.0,0.74,0.080963679350203,0.10122442205977718,0.9760246675498231,Gradient boosting
65,18.0,0.76,0.07750832440824634,0.09250430754727068,0.9805757175803104,Gradient boosting
66,18.0,0.78,0.08460506174583761,0.098344460963105,0.9788931313778065,Gradient boosting
67,19.0,0.68,0.09395590523250275,0.135447110786518,0.9553196815412699,Gradient boosting
68,19.0,0.7,0.09239723466447082,0.12744611054430385,0.9611511122992534,Gradient boosting
69,19.0,0.72,0.09262936102338408,0.11913168557309896,0.9667870273832927,Gradient boosting
70,19.0,0.74,0.08747520789493579,0.10859971405793842,0.9731195616386665,Gradient boosting
71,19.0,0.76,0.09366272710443392,0.11413418999630513,0.9712604387668515,Gradient boosting
72,19.0,0.78,0.09851134213086725,0.1124623766028956,0.9731169236426166,Gradient boosting
73,2.0,0.68,0.07325759764062069,0.0911040015110968,0.9717532371951095,Gradient boosting
74,2.0,0.7,0.05927567921983806,0.08029698065704506,0.9790646659551847,Gradient boosting
75,2.0,0.72,0.05756060012838946,0.07275804289697342,0.9837845713465395,Gradient boosting
76,2.0,0.74,0.06564807093481158,0.10114870939971067,0.9695873401820846,Gradient boosting
77,2.0,0.76,0.11170070300300021,0.1524360094275071,0.9272174503744304,Gradient boosting
78,2.0,0.78,0.16170291515508234,0.1956305255248432,0.8618137485519224,Gradient boosting
79,20.0,0.68,0.10347861234043428,0.14338561373049688,0.9514844484167826,Gradient boosting
80,20.0,0.7,0.10269243236604646,0.13752902732225633,0.9562145371591909,Gradient boosting
81,20.0,0.72,0.10298127180559151,0.1339223025244518,0.9594062477267561,Gradient boosting
82,20.0,0.74,0.11035194374280417,0.1352057480370197,0.9597110908053705,Gradient boosting
83,20.0,0.76,0.10908631437360765,0.12681956740636127,0.9656432915347677,Gradient boosting
84,20.0,0.78,0.11564504570461125,0.12939484812859162,0.9655506958391553,Gradient boosting
85,3.0,0.68,0.11451414376997364,0.14998170416026813,0.9525708297976307,Gradient boosting
86,3.0,0.7,0.09733737879151479,0.12053235685540697,0.970214206718328,Gradient boosting
87,3.0,0.72,0.10440708844690068,0.12908860010389214,0.9658718297081942,Gradient boosting
88,3.0,0.74,0.08312799953683071,0.1323422152155465,0.9610975578543954,Gradient boosting
89,3.0,0.76,0.1311278473115428,0.16748395267606625,0.9251341250716859,Gradient boosting
90,3.0,0.78,0.1763129482139858,0.22905101676894765,0.8301709431825299,Gradient boosting
91,4.0,0.68,0.18587926331629712,0.23569558157268694,0.919593634498985,Gradient boosting
92,4.0,0.7,0.17470663855570248,0.2144216119125025,0.9317613706483834,Gradient boosting
93,4.0,0.72,0.1499119139474004,0.19156883314828682,0.9402250505248789,Gradient boosting
94,4.0,0.74,0.11058227694776124,0.15762549206446166,0.9513796840405798,Gradient boosting
95,4.0,0.76,0.13669263050408698,0.19048227364574302,0.9130968480221542,Gradient boosting
96,4.0,0.78,0.18674859963763635,0.2629864865124627,0.8028572700717405,Gradient boosting
97,5.0,0.68,0.25698450800637046,0.3254596103577595,0.8791777232955063,Gradient boosting
98,5.0,0.7,0.21193324444346598,0.2753563946771881,0.9041055818110725,Gradient boosting
99,5.0,0.72,0.15692107430289923,0.2074650290545377,0.9346930353915757,Gradient boosting
100,5.0,0.74,0.1311633290125067,0.17456296040603592,0.943558390644286,Gradient boosting
101,5.0,0.76,0.13131302000741843,0.1856336813896181,0.9238913434616984,Gradient boosting
102,5.0,0.78,0.1620156950435573,0.229101409757894,0.8655475848979143,Gradient boosting
103,6.0,0.68,0.2911195928673121,0.37615187097098757,0.8548179599961863,Gradient boosting
104,6.0,0.7,0.20959365621036016,0.2796308752085311,0.9036110662743776,Gradient boosting
105,6.0,0.72,0.1466705748909951,0.20271878664742302,0.938174814000147,Gradient boosting
106,6.0,0.74,0.10868865934041522,0.14719210764208418,0.9611894412088583,Gradient boosting
107,6.0,0.76,0.1125145814296773,0.1605984353652449,0.94634549791871,Gradient boosting
108,6.0,0.78,0.13411052368059756,0.1935245444624846,0.9117485394450818,Gradient boosting
109,7.0,0.68,0.271388051485475,0.37078782349029243,0.8556652644137468,Gradient boosting
110,7.0,0.7,0.19662244424549344,0.27225626079012377,0.9062651351501021,Gradient boosting
111,7.0,0.72,0.1314933627685986,0.1931596769562255,0.9434770258960923,Gradient boosting
112,7.0,0.74,0.10680480632583284,0.15647494919387306,0.9569603528492768,Gradient boosting
113,7.0,0.76,0.10125525001784952,0.1445572531324602,0.9583805843227517,Gradient boosting
114,7.0,0.78,0.11589921587059863,0.16574351481582866,0.9396246373742314,Gradient boosting
115,8.0,0.68,0.2371203257219905,0.33277998095522976,0.8693593421744786,Gradient boosting
116,8.0,0.7,0.1878137067900422,0.2622005650853322,0.906174431736349,Gradient boosting
117,8.0,0.72,0.14600084847385306,0.20906813893868825,0.9321208493861638,Gradient boosting
118,8.0,0.74,0.11767616905673899,0.1744362282050479,0.9470094599473218,Gradient boosting
119,8.0,0.76,0.10085687869267206,0.1493022810620891,0.9572413917752292,Gradient boosting
120,8.0,0.78,0.1025673317546974,0.150012928010407,0.9531978604229172,Gradient boosting
