"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
1065, 2.774220108985900e-001, -5.587914213538170e-002, 3.553199608510608e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.011471562237515e+004, 0.000000000000000e+000, 3.204588624895006e+004, 3.141832490142683e+002, 0.000000000000000e+000, -4.667404431414077e-001, 1.912269714665710e-005, 4.235566891258412e-003, -2.052595153704988e-004, -6.693614556805644e+002, 2.714289359648526e+000, 0.000000000000000e+000
1091, 2.625653147697450e-001, -5.509970337152480e-002, 3.581612293461216e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.077207025215027e+004, 0.000000000000000e+000, 3.230882810086010e+004, 3.142483303752555e+002, 0.000000000000000e+000, -4.485137414724341e-001, 1.912570755496242e-005, 4.230525884320801e-003, -2.390983080817785e-004, -6.687261655033212e+002, 2.723874990056223e+000, 0.000000000000000e+000
1117, 2.482267022132870e-001, -5.422909930348400e-002, 3.613368835872597e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.150614031808372e+004, 0.000000000000000e+000, 3.260245612723348e+004, 3.143173612730781e+002, 0.000000000000000e+000, -4.281599240809447e-001, 1.912890031732950e-005, 4.219056157357502e-003, -2.737043875186107e-004, -6.659378032807949e+002, 2.731710856403769e+000, 0.000000000000000e+000
1143, 2.344165146350860e-001, -5.327359586954120e-002, 3.645238297894862e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.224500710037006e+004, 0.000000000000000e+000, 3.289800284014802e+004, 3.143937867293282e+002, 0.000000000000000e+000, -4.076731064579291e-001, 1.913243468359197e-005, 4.188003640104526e-003, -3.033838528381602e-004, -6.568890597056405e+002, 2.734374027825667e+000, 0.000000000000000e+000
1169, 2.210974693298340e-001, -5.226382613182070e-002, 3.670127027097307e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.281886045636758e+004, 0.000000000000000e+000, 3.312754418254702e+004, 3.144405094650591e+002, 0.000000000000000e+000, -3.917616738038621e-001, 1.913459521121223e-005, 4.183581906128342e-003, -3.287031845093100e-004, -6.535353640140187e+002, 2.741816036300589e+000, 0.000000000000000e+000
1195, 2.082438766956330e-001, -5.121721699833870e-002, 3.692285532482542e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.333015568526140e+004, 0.000000000000000e+000, 3.333206227410455e+004, 3.144830561111194e+002, 0.000000000000000e+000, -3.775848122139381e-001, 1.913656249259068e-005, 4.188609466268649e-003, -3.562362644884943e-004, -6.567251572274740e+002, 2.751805196846967e+000, 0.000000000000000e+000
1221, 1.958884000778200e-001, -5.011982470750810e-002, 3.717916391965415e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.392072389900962e+004, 0.000000000000000e+000, 3.356828955960384e+004, 3.145284529887672e+002, 0.000000000000000e+000, -3.612099208545357e-001, 1.913866141884882e-005, 4.184817563059007e-003, -3.866788966575188e-004, -6.567343741822398e+002, 2.760435085546312e+000, 0.000000000000000e+000
1247, 1.840233504772190e-001, -4.897923022508620e-002, 3.740794745854841e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.444815757703921e+004, 0.000000000000000e+000, 3.377926303081567e+004, 3.145695173926646e+002, 0.000000000000000e+000, -3.465855828424898e-001, 1.914055990430445e-005, 4.179114321479145e-003, -4.129236029156822e-004, -6.547877224012572e+002, 2.767472724954430e+000, 0.000000000000000e+000
1273, 1.725961565971370e-001, -4.781839996576310e-002, 3.757418576979347e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.482771934603619e+004, 0.000000000000000e+000, 3.393108773841446e+004, 3.145853900210899e+002, 0.000000000000000e+000, -3.360613409567629e-001, 1.914129369332932e-005, 4.201168588432591e-003, -4.398563480147408e-004, -6.609539420347384e+002, 2.781265950124286e+000, 0.000000000000000e+000
1299, 1.616173982620240e-001, -4.663335904479030e-002, 3.773934618523875e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.520620618289072e+004, 0.000000000000000e+000, 3.408248247315628e+004, 3.146061393647796e+002, 0.000000000000000e+000, -3.255669040904073e-001, 1.914225290456254e-005, 4.224987749571646e-003, -4.728659117347591e-004, -6.720604406611768e+002, 2.795787913924378e+000, 0.000000000000000e+000
1325, 1.511152982711790e-001, -4.541423544287680e-002, 3.790800813912249e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.559476381254743e+004, 0.000000000000000e+000, 3.423790552501897e+004, 3.146346648789692e+002, 0.000000000000000e+000, -3.147932308306945e-001, 1.914357154562403e-005, 4.245152948901489e-003, -5.070965657732919e-004, -6.839085275864633e+002, 2.809047107989380e+000, 0.000000000000000e+000
1351, 1.410477757453920e-001, -4.417625442147250e-002, 3.812905961955456e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.610143955456425e+004, 0.000000000000000e+000, 3.444057582182570e+004, 3.146622580477027e+002, 0.000000000000000e+000, -3.007444553686495e-001, 1.914484703129195e-005, 4.263494582458617e-003, -5.449891288784839e-004, -6.931063719624378e+002, 2.823538371229259e+000, 0.000000000000000e+000
1377, 1.314679384231570e-001, -4.290277510881420e-002, 3.836671989160731e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.664801393646571e+004, 0.000000000000000e+000, 3.465920557458627e+004, 3.146982138105402e+002, 0.000000000000000e+000, -2.855893963676510e-001, 1.914650899248166e-005, 4.264117108542739e-003, -5.800083756036453e-004, -6.954148759017097e+002, 2.832956435393074e+000, 0.000000000000000e+000
1403, 1.222792565822600e-001, -4.162334650754930e-002, 3.853845609372495e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.704028796397471e+004, 0.000000000000000e+000, 3.481611518558988e+004, 3.147142034428550e+002, 0.000000000000000e+000, -2.747126772452200e-001, 1.914724804136262e-005, 4.288203866258246e-003, -6.133846710741181e-004, -7.042423453686733e+002, 2.847371294496527e+000, 0.000000000000000e+000
1429, 1.134960949420930e-001, -4.033208265900610e-002, 3.876486910949316e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.755587219573343e+004, 0.000000000000000e+000, 3.502234887829336e+004, 3.147293851948358e+002, 0.000000000000000e+000, -2.604168929731781e-001, 1.914794973246163e-005, 4.316815746810822e-003, -6.578891618462741e-004, -7.158698279033483e+002, 2.864957631015385e+000, 0.000000000000000e+000
1455, 1.051684617996220e-001, -3.901563584804530e-002, 3.899485202807027e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.808295500578941e+004, 0.000000000000000e+000, 3.523318200231576e+004, 3.147566655515366e+002, 0.000000000000000e+000, -2.458022836001197e-001, 1.914921057155400e-005, 4.330942077297013e-003, -7.000233852659053e-004, -7.227120581733751e+002, 2.878095425835089e+000, 0.000000000000000e+000
1481, 9.719923138618471e-002, -3.769797086715700e-002, 3.920483021272718e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.856623163599185e+004, 0.000000000000000e+000, 3.542649265439673e+004, 3.147885490073857e+002, 0.000000000000000e+000, -2.324023034930348e-001, 1.915068408760578e-005, 4.347823801731219e-003, -7.421049078011041e-004, -7.336560882042394e+002, 2.891675296895660e+000, 0.000000000000000e+000
1507, 8.964005112648010e-002, -3.636518120765690e-002, 3.948509497738592e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.920760149371377e+004, 0.000000000000000e+000, 3.568304059748549e+004, 3.148176062370048e+002, 0.000000000000000e+000, -2.146188171879811e-001, 1.915202692351482e-005, 4.368323932560308e-003, -7.938142218721101e-004, -7.447326963764173e+002, 2.909022801715417e+000, 0.000000000000000e+000
1533, 8.247101306915280e-002, -3.502155095338820e-002, 3.978797914530281e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.990395119204259e+004, 0.000000000000000e+000, 3.596158047681703e+004, 3.148598135747655e+002, 0.000000000000000e+000, -1.953108856182871e-001, 1.915397736285068e-005, 4.369160061670012e-003, -8.399558186884436e-004, -7.467831983327413e+002, 2.919220626237219e+000, 0.000000000000000e+000
1559, 7.564741373062130e-002, -3.367514535784720e-002, 4.012556139945860e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.068107497675809e+004, 0.000000000000000e+000, 3.627242999070323e+004, 3.149095814901864e+002, 0.000000000000000e+000, -1.737633027120576e-001, 1.915627701759304e-005, 4.350713910171502e-003, -8.830156876271610e-004, -7.413946360008896e+002, 2.924974275221124e+000, 0.000000000000000e+000
1585, 6.917616724967959e-002, -3.232324495911600e-002, 4.041742881574678e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.135242528958898e+004, 0.000000000000000e+000, 3.654097011583558e+004, 3.149500896718186e+002, 0.000000000000000e+000, -1.551485378452960e-001, 1.915814867009299e-005, 4.338993949037219e-003, -9.244727108373258e-004, -7.381264179417366e+002, 2.930202306998900e+000, 0.000000000000000e+000
1611, 6.298619508743290e-002, -3.097752667963500e-002, 4.061240988093364e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.179634745911238e+004, 0.000000000000000e+000, 3.671853898364494e+004, 3.149611424689090e+002, 0.000000000000000e+000, -1.428397526300546e-001, 1.915865933630522e-005, 4.367036855558570e-003, -9.758601082085643e-004, -7.509595539808071e+002, 2.946016049617372e+000, 0.000000000000000e+000
1637, 5.711802840232850e-002, -2.962872758507730e-002, 4.086625423547526e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.237588899926058e+004, 0.000000000000000e+000, 3.695035559970423e+004, 3.149808387233801e+002, 0.000000000000000e+000, -1.267706017051225e-001, 1.915956932943184e-005, 4.397769235101852e-003, -1.047761616730418e-003, -7.715144664294797e+002, 2.964802657057624e+000, 0.000000000000000e+000
1663, 5.161416530609130e-002, -2.826815843582150e-002, 4.119471445961672e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.312834051238658e+004, 0.000000000000000e+000, 3.725133620495463e+004, 3.150146155061480e+002, 0.000000000000000e+000, -1.059071155001081e-001, 1.916112979630808e-005, 4.412552395940666e-003, -1.124551129706427e-003, -7.847215393067794e+002, 2.981569995460124e+000, 0.000000000000000e+000
1689, 4.642483592033390e-002, -2.690353803336620e-002, 4.161152615753771e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.408442208110465e+004, 0.000000000000000e+000, 3.763376883244185e+004, 3.150608307380310e+002, 0.000000000000000e+000, -7.939750754284768e-002, 1.916326477821340e-005, 4.406407194153034e-003, -1.200606589528603e-003, -7.854950216287464e+002, 2.994082216412016e+000, 0.000000000000000e+000
1715, 4.156750440597530e-002, -2.553076110780240e-002, 4.209762541822745e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.520181279635604e+004, 0.000000000000000e+000, 3.808072511854241e+004, 3.151214421069616e+002, 0.000000000000000e+000, -4.841522447664952e-002, 1.916606457698644e-005, 4.370834351126241e-003, -1.270943125803796e-003, -7.715249592602158e+002, 2.998837918719578e+000, 0.000000000000000e+000
1741, 3.698146343231200e-002, -2.415761165320870e-002, 4.251583744241230e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.616644254900180e+004, 0.000000000000000e+000, 3.846657701960071e+004, 3.151832644978757e+002, 0.000000000000000e+000, -2.166859803468607e-002, 1.916892004226437e-005, 4.337842704756491e-003, -1.337536081456927e-003, -7.595401511158568e+002, 3.000567443280662e+000, 0.000000000000000e+000
1767, 3.265759348869320e-002, -2.278346754610540e-002, 4.289252963648943e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.704171881710395e+004, 0.000000000000000e+000, 3.881668752684157e+004, 3.152587555069217e+002, 0.000000000000000e+000, 2.600493098189979e-003, 1.917240646162243e-005, 4.307133005355257e-003, -1.417419734880492e-003, -7.616836195117427e+002, 3.002967862218377e+000, 0.000000000000000e+000
1793, 2.861636877059940e-002, -2.140477113425730e-002, 4.343858391137457e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.830064987721712e+004, 0.000000000000000e+000, 3.932025995088684e+004, 3.153341937852130e+002, 0.000000000000000e+000, 3.750731479706148e-002, 1.917589003407453e-005, 4.275475351811941e-003, -1.526119565751417e-003, -7.626657423759245e+002, 3.013008203343398e+000, 0.000000000000000e+000
1819, 2.490270137786870e-002, -2.001537941396240e-002, 4.414753725695045e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.993253615172328e+004, 0.000000000000000e+000, 3.997301446068931e+004, 3.154211161825229e+002, 0.000000000000000e+000, 8.275519613212202e-002, 1.917990340762559e-005, 4.209950336977573e-003, -1.630897681204810e-003, -7.367734666118546e+002, 3.017099656397851e+000, 0.000000000000000e+000
1845, 2.143678069114690e-002, -1.862346194684510e-002, 4.479001443646191e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.014231562742240e+005, 0.000000000000000e+000, 4.056926250968961e+004, 3.155340674329667e+002, 0.000000000000000e+000, 1.240861414757107e-001, 1.918511776753281e-005, 4.122015131428215e-003, -1.714754745655818e-003, -7.018478178759633e+002, 3.009115394077065e+000, 0.000000000000000e+000
1871, 1.820489764213560e-002, -1.722909882664680e-002, 4.545277164082381e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.029738488227832e+005, 0.000000000000000e+000, 4.118953952911328e+004, 3.156871549667998e+002, 0.000000000000000e+000, 1.670827359814162e-001, 1.919218353592606e-005, 4.018181531029402e-003, -1.815603493067304e-003, -6.818816481692209e+002, 2.997746155899042e+000, 0.000000000000000e+000
1897, 1.524919271469120e-002, -1.582761853933330e-002, 4.620861818210083e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.047488119433419e+005, 0.000000000000000e+000, 4.189952477733674e+004, 3.158758771647152e+002, 0.000000000000000e+000, 2.162977590549146e-001, 1.920089169719799e-005, 3.904532338341677e-003, -1.945198543141049e-003, -6.773815512711751e+002, 2.990770861966443e+000, 0.000000000000000e+000
1923, 1.256430149078370e-002, -1.441901084035630e-002, 4.711999746724460e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.068913350817637e+005, 0.000000000000000e+000, 4.275653403270547e+004, 3.161022445695502e+002, 0.000000000000000e+000, 2.757042472639464e-001, 1.921133352312357e-005, 3.768894748004756e-003, -2.097157550794858e-003, -6.808748770922600e+002, 2.985588947570880e+000, 0.000000000000000e+000
1949, 1.017087697982790e-002, -1.300184894353150e-002, 4.837899910893560e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.098321805015514e+005, 0.000000000000000e+000, 4.393287220062055e+004, 3.163465213536263e+002, 0.000000000000000e+000, 3.572460965080532e-001, 1.922259732622637e-005, 3.606099456510522e-003, -2.277067720043171e-003, -6.751258644154199e+002, 2.990233602374615e+000, 0.000000000000000e+000
1975, 8.062899112701419e-003, -1.157660502940420e-002, 4.990266243014875e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.133918681037294e+005, 0.000000000000000e+000, 4.535674724149175e+004, 3.166274256958407e+002, 0.000000000000000e+000, 4.559467993263160e-001, 1.923554474532453e-005, 3.373283432991092e-003, -2.411301157658964e-003, -6.321981672663807e+002, 2.975091283784332e+000, 0.000000000000000e+000
2001, 6.177186965942380e-003, -1.014706678688530e-002, 5.128945369042067e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.166597764130451e+005, 0.000000000000000e+000, 4.666391056521804e+004, 3.169446338370512e+002, 0.000000000000000e+000, 5.465572356684695e-001, 1.925015865348984e-005, 3.107900485460024e-003, -2.474031256234901e-003, -5.821991131610613e+002, 2.932283140444893e+000, 0.000000000000000e+000
2027, 4.468053579330440e-003, -8.714943192899231e-003, 5.256519768151134e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.196920243717079e+005, 0.000000000000000e+000, 4.787680974868313e+004, 3.172906299664488e+002, 0.000000000000000e+000, 6.306334350675789e-001, 1.926609059441261e-005, 2.803669876598182e-003, -2.548551913156098e-003, -5.637278322807465e+002, 2.879050642709208e+000, 0.000000000000000e+000
2053, 3.018766641616820e-003, -7.276044692844150e-003, 5.426336852089126e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.236951122593091e+005, 0.000000000000000e+000, 4.947804490372362e+004, 3.176406862562066e+002, 0.000000000000000e+000, 7.416284526381571e-001, 1.928220075199488e-005, 2.357444866010787e-003, -2.663093895026593e-003, -5.327327220850153e+002, 2.814726189624903e+000, 0.000000000000000e+000
2079, 1.912891864776610e-003, -5.828497931361200e-003, 5.643951304477655e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.287958678346069e+005, 0.000000000000000e+000, 5.151834713384276e+004, 3.179867385314390e+002, 0.000000000000000e+000, 8.830588859936107e-001, 1.929811800932436e-005, 1.696233804813622e-003, -2.594576724934629e-003, -4.019530734256560e+002, 2.662307980502720e+000, 0.000000000000000e+000
2105, 1.121968030929570e-003, -4.374681971967220e-003, 5.834538782643225e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.332747718036092e+005, 0.000000000000000e+000, 5.330990872144366e+004, 3.182964194632083e+002, 0.000000000000000e+000, 1.007247022426017e+000, 1.931235504066261e-005, 9.987962354473185e-004, -2.115935470647507e-003, -1.920463424681482e+002, 2.337700913598741e+000, 0.000000000000000e+000
2131, 5.391836166381840e-004, -2.918316749855880e-003, 5.967339630261800e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.364011109717017e+005, 0.000000000000000e+000, 5.456044438868065e+004, 3.185132385594907e+002, 0.000000000000000e+000, 1.093932121688714e+000, 1.932231883455149e-005, 4.271161261975772e-004, -1.315253461016172e-003, -7.030572694442172e+000, 1.808657609695058e+000, 0.000000000000000e+000
2157, 1.753866672515870e-004, -1.459796912968160e-003, 6.044847903720837e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.382177556148778e+005, 0.000000000000000e+000, 5.528710224595110e+004, 3.186168908271756e+002, 0.000000000000000e+000, 1.144302862914098e+000, 1.932708092740473e-005, 5.259775557529433e-005, -2.846839302300428e-004, 8.861128824581428e+001, 8.301774190450472e-001, 0.000000000000000e+000
2183, 0.000000000000000e+000, 0.000000000000000e+000, 6.026551562994349e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.377888162928474e+005, 0.000000000000000e+000, 5.511552651713894e+004, 3.185924129330292e+002, 0.000000000000000e+000, 1.132409512350165e+000, 1.932595640946162e-005, -2.296440195933790e-005, 8.579836382562061e-004, 5.345245701935541e+001, 1.425695505253012e+000, 0.000000000000000e+000
2209, 1.051127910614010e-004, 1.165737863630060e-003, 5.904244557127131e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.349288012592375e+005, 0.000000000000000e+000, 5.397152050369501e+004, 3.184422330571036e+002, 0.000000000000000e+000, 1.053108875486590e+000, 1.931905618827126e-005, 2.835112776606410e-004, 1.914423434485865e-003, -9.030299404824217e+001, 2.121231878995262e+000, 0.000000000000000e+000
2235, 3.451704978942870e-004, 2.330780262127520e-003, 5.788451453512466e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.321830021554728e+005, 0.000000000000000e+000, 5.287320086218911e+004, 3.182024745756160e+002, 0.000000000000000e+000, 9.769751436463250e-001, 1.930803681569303e-005, 7.311471317466180e-004, 2.712935062365091e-003, -2.936613487320152e+002, 2.536920919026740e+000, 0.000000000000000e+000
2261, 7.326900959014890e-004, 3.494375152513380e-003, 5.602455103090911e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.277965108934235e+005, 0.000000000000000e+000, 5.111860435736939e+004, 3.178563914299922e+002, 0.000000000000000e+000, 8.553493666524294e-001, 1.929212348126307e-005, 1.357191181339838e-003, 3.386778622788893e-003, -5.446626882958658e+002, 2.854389369668436e+000, 0.000000000000000e+000
2287, 1.276999711990360e-003, 4.656096920371060e-003, 5.401846527607435e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.230639864036225e+005, 0.000000000000000e+000, 4.922559456144898e+004, 3.174527360011871e+002, 0.000000000000000e+000, 7.241290053594315e-001, 1.927355206891191e-005, 2.032420488627774e-003, 3.803019230540061e-003, -7.858340434896161e+002, 3.060565208884024e+000, 0.000000000000000e+000
2313, 1.973092555999760e-003, 5.815388169139620e-003, 5.192789733689501e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.181493774533347e+005, 0.000000000000000e+000, 4.725975098133388e+004, 3.170450936296696e+002, 0.000000000000000e+000, 5.878599245632600e-001, 1.925478536953890e-005, 2.668868346716587e-003, 3.906964988704925e-003, -9.568896669642203e+002, 3.158964568280149e+000, 0.000000000000000e+000
2339, 2.858132123947140e-003, 6.970721762627360e-003, 4.995516717003309e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.135325008943823e+005, 0.000000000000000e+000, 4.541300035775292e+004, 3.166869188019446e+002, 0.000000000000000e+000, 4.598461738861074e-001, 1.923828616804242e-005, 3.149758108862135e-003, 3.694428600972104e-003, -9.834735939355696e+002, 3.154703735018915e+000, 0.000000000000000e+000
2365, 3.939032554626460e-003, 8.121287450194361e-003, 4.851545405781578e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.101441621818419e+005, 0.000000000000000e+000, 4.405766487273676e+004, 3.163528272496227e+002, 0.000000000000000e+000, 3.658965216443090e-001, 1.922288803936487e-005, 3.453999961373313e-003, 3.409280370967531e-003, -9.155977149280399e+002, 3.124941572916943e+000, 0.000000000000000e+000
2391, 5.185037851333620e-003, 9.267500601708891e-003, 4.749949649066935e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.077305255499677e+005, 0.000000000000000e+000, 4.309221021998709e+004, 3.160385853489524e+002, 0.000000000000000e+000, 2.989727748053650e-001, 1.920839743796315e-005, 3.668755362674312e-003, 3.231625448376433e-003, -8.710677621266022e+002, 3.120321279605141e+000, 0.000000000000000e+000
2417, 6.539613008499150e-003, 1.041201036423440e-002, 4.643112772237954e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.052194380200147e+005, 0.000000000000000e+000, 4.208777520800588e+004, 3.157745192000056e+002, 0.000000000000000e+000, 2.293469728409191e-001, 1.919621508142170e-005, 3.864972200824997e-003, 3.159523121341224e-003, -9.203900903715485e+002, 3.133574468082236e+000, 0.000000000000000e+000
2443, 7.984459400177000e-003, 1.155596133321520e-002, 4.496012987502129e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.017788045830806e+005, 0.000000000000000e+000, 4.071152183323223e+004, 3.154424412996478e+002, 0.000000000000000e+000, 1.339473264905956e-001, 1.918088794571440e-005, 4.180519717902068e-003, 3.143823505719124e-003, -1.039826277983012e+003, 3.173411284555987e+000, 0.000000000000000e+000
2469, 9.577721357345579e-003, 1.269672065973280e-002, 4.342405098689396e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.821383748248882e+004, 0.000000000000000e+000, 3.928553499299551e+004, 3.151611533707343e+002, 0.000000000000000e+000, 3.510023717379523e-002, 1.916789880074359e-005, 4.422929902917358e-003, 2.997310212543226e-003, -1.111585694941053e+003, 3.168321669728043e+000, 0.000000000000000e+000
